State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Bihar,SITAMARHI,1999,Kharif     ,Arhar/Tur,747,985
Bihar,SIWAN,1999,Kharif     ,Arhar/Tur,3084,5166
Bihar,SUPAUL,1999,Kharif     ,Arhar/Tur,46,158
Bihar,VAISHALI,1999,Kharif     ,Arhar/Tur,1503,2441
Chandigarh,CHANDIGARH,1999,Kharif     ,Arhar/Tur,80,80
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif     ,Arhar/Tur,1598,1838
Gujarat,AHMADABAD,1999,Kharif     ,Arhar/Tur,4400,3500
Gujarat,AMRELI,1999,Kharif     ,Arhar/Tur,1000,800
Gujarat,BANAS KANTHA,1999,Kharif     ,Arhar/Tur,4100,3300
Gujarat,BHARUCH,1999,Kharif     ,Arhar/Tur,100300,66400
Gujarat,BHAVNAGAR,1999,Kharif     ,Arhar/Tur,2000,1700
Gujarat,DANG,1999,Kharif     ,Arhar/Tur,4200,3400
Gujarat,GANDHINAGAR,1999,Kharif     ,Arhar/Tur,500,400
Gujarat,JAMNAGAR,1999,Kharif     ,Arhar/Tur,5000,4100
Gujarat,JUNAGADH,1999,Kharif     ,Arhar/Tur,4300,3500
Gujarat,KHEDA,1999,Kharif     ,Arhar/Tur,13500,9300
Gujarat,MAHESANA,1999,Kharif     ,Arhar/Tur,1900,1500
Gujarat,PANCH MAHALS,1999,Kharif     ,Arhar/Tur,40400,44200
Gujarat,RAJKOT,1999,Kharif     ,Arhar/Tur,2300,1900
Gujarat,SABAR KANTHA,1999,Kharif     ,Arhar/Tur,45300,35600
Gujarat,SURAT,1999,Kharif     ,Arhar/Tur,20700,21300
Gujarat,SURENDRANAGAR,1999,Kharif     ,Arhar/Tur,400,300
Gujarat,VADODARA,1999,Kharif     ,Arhar/Tur,100600,83800
Gujarat,VALSAD,1999,Kharif     ,Arhar/Tur,7100,5800
Haryana,AMBALA,1999,Kharif     ,Arhar/Tur,110,100
Haryana,BHIWANI,1999,Kharif     ,Arhar/Tur,657,300
Haryana,FARIDABAD,1999,Kharif     ,Arhar/Tur,3077,2300
Haryana,FATEHABAD,1999,Kharif     ,Arhar/Tur,40,0
Haryana,GURGAON,1999,Kharif     ,Arhar/Tur,1217,500
Haryana,HISAR,1999,Kharif     ,Arhar/Tur,101,100
Haryana,JHAJJAR,1999,Kharif     ,Arhar/Tur,1967,1200
Haryana,JIND,1999,Kharif     ,Arhar/Tur,74,100
Haryana,KAITHAL,1999,Kharif     ,Arhar/Tur,51,100
Haryana,KARNAL,1999,Kharif     ,Arhar/Tur,458,500
Haryana,KURUKSHETRA,1999,Kharif     ,Arhar/Tur,138,200
Haryana,MAHENDRAGARH,1999,Kharif     ,Arhar/Tur,239,0
Haryana,PANCHKULA,1999,Kharif     ,Arhar/Tur,290,300
Haryana,PANIPAT,1999,Kharif     ,Arhar/Tur,699,800
Haryana,REWARI,1999,Kharif     ,Arhar/Tur,277,100
Haryana,ROHTAK,1999,Kharif     ,Arhar/Tur,31,0
Haryana,SIRSA,1999,Kharif     ,Arhar/Tur,16,0
Haryana,SONIPAT,1999,Kharif     ,Arhar/Tur,2177,3200
Haryana,YAMUNANAGAR,1999,Kharif     ,Arhar/Tur,11,0
Himachal Pradesh,BILASPUR,1999,Kharif     ,Arhar/Tur,1,0
Himachal Pradesh,KANGRA,1999,Kharif     ,Arhar/Tur,2,0
Himachal Pradesh,MANDI,1999,Kharif     ,Arhar/Tur,19,3
Himachal Pradesh,SHIMLA,1999,Kharif     ,Arhar/Tur,102,23
Himachal Pradesh,SIRMAUR,1999,Kharif     ,Arhar/Tur,11,2
Himachal Pradesh,SOLAN,1999,Kharif     ,Arhar/Tur,20,5
Karnataka,BAGALKOT,1999,Kharif     ,Arhar/Tur,5126,3589
Karnataka,BANGALORE RURAL,1999,Kharif     ,Arhar/Tur,5556,3473
Karnataka,BELGAUM,1999,Kharif     ,Arhar/Tur,8564,4491
Karnataka,BELLARY,1999,Kharif     ,Arhar/Tur,8551,3396
Karnataka,BENGALURU URBAN,1999,Kharif     ,Arhar/Tur,1417,808
Karnataka,BIDAR,1999,Kharif     ,Arhar/Tur,56604,44847
Karnataka,BIJAPUR,1999,Kharif     ,Arhar/Tur,20462,11197
Karnataka,CHAMARAJANAGAR,1999,Kharif     ,Arhar/Tur,2053,511
Karnataka,CHIKMAGALUR,1999,Kharif     ,Arhar/Tur,1191,679
Karnataka,CHITRADURGA,1999,Kharif     ,Arhar/Tur,7924,3139
Karnataka,DAVANGERE,1999,Kharif     ,Arhar/Tur,7135,4284
Karnataka,DHARWAD,1999,Kharif     ,Arhar/Tur,2156,883
Karnataka,GADAG,1999,Kharif     ,Arhar/Tur,2509,434
Karnataka,GULBARGA,1999,Kharif     ,Arhar/Tur,311666,181795
Karnataka,HASSAN,1999,Kharif     ,Arhar/Tur,3134,780
Karnataka,HAVERI,1999,Kharif     ,Arhar/Tur,8099,4978
Karnataka,KOLAR,1999,Kharif     ,Arhar/Tur,8908,5568
Karnataka,KOPPAL,1999,Kharif     ,Arhar/Tur,13009,3745
Karnataka,MANDYA,1999,Kharif     ,Arhar/Tur,1220,695
Karnataka,MYSORE,1999,Kharif     ,Arhar/Tur,6465,3617
Karnataka,RAICHUR,1999,Kharif     ,Arhar/Tur,12469,2499
Karnataka,SHIMOGA,1999,Kharif     ,Arhar/Tur,757,431
Karnataka,TUMKUR,1999,Kharif     ,Arhar/Tur,12898,3566
Karnataka,UTTAR KANNAD,1999,Kharif     ,Arhar/Tur,213,121
Madhya Pradesh,BALAGHAT,1999,Kharif     ,Arhar/Tur,2669,3073
Madhya Pradesh,BARWANI,1999,Kharif     ,Arhar/Tur,5300,2461
Madhya Pradesh,BETUL,1999,Kharif     ,Arhar/Tur,16231,13582
Madhya Pradesh,BHIND,1999,Kharif     ,Arhar/Tur,8843,6318
Madhya Pradesh,BHOPAL,1999,Kharif     ,Arhar/Tur,926,585
Madhya Pradesh,CHHATARPUR,1999,Kharif     ,Arhar/Tur,11559,6680
Madhya Pradesh,CHHINDWARA,1999,Kharif     ,Arhar/Tur,25071,38862
Madhya Pradesh,DAMOH,1999,Kharif     ,Arhar/Tur,2883,2198
Madhya Pradesh,DATIA,1999,Kharif     ,Arhar/Tur,4244,2977
Madhya Pradesh,DEWAS,1999,Kharif     ,Arhar/Tur,8870,5951
Madhya Pradesh,DHAR,1999,Kharif     ,Arhar/Tur,4753,2502
Madhya Pradesh,DINDORI,1999,Kharif     ,Arhar/Tur,2308,2657
Madhya Pradesh,GUNA,1999,Kharif     ,Arhar/Tur,2622,1812
Madhya Pradesh,GWALIOR,1999,Kharif     ,Arhar/Tur,1346,1211
Madhya Pradesh,HARDA,1999,Kharif     ,Arhar/Tur,3022,2979
Madhya Pradesh,HOSHANGABAD,1999,Kharif     ,Arhar/Tur,11343,15430
Madhya Pradesh,INDORE,1999,Kharif     ,Arhar/Tur,503,419
Madhya Pradesh,JABALPUR,1999,Kharif     ,Arhar/Tur,5225,7418
Madhya Pradesh,JHABUA,1999,Kharif     ,Arhar/Tur,4516,2098
Madhya Pradesh,KATNI,1999,Kharif     ,Arhar/Tur,3705,4265
Madhya Pradesh,KHANDWA,1999,Kharif     ,Arhar/Tur,13749,12643
Madhya Pradesh,KHARGONE,1999,Kharif     ,Arhar/Tur,16192,9023
Madhya Pradesh,MANDLA,1999,Kharif     ,Arhar/Tur,2041,2036
Madhya Pradesh,MANDSAUR,1999,Kharif     ,Arhar/Tur,1442,997
Madhya Pradesh,MORENA,1999,Kharif     ,Arhar/Tur,6572,6783
Madhya Pradesh,NARSINGHPUR,1999,Kharif     ,Arhar/Tur,13619,20983
Madhya Pradesh,NEEMUCH,1999,Kharif     ,Arhar/Tur,866,697
Madhya Pradesh,PANNA,1999,Kharif     ,Arhar/Tur,4154,2444
Madhya Pradesh,RAISEN,1999,Kharif     ,Arhar/Tur,21916,22271
Madhya Pradesh,RAJGARH,1999,Kharif     ,Arhar/Tur,981,1148
Madhya Pradesh,RATLAM,1999,Kharif     ,Arhar/Tur,919,827
Madhya Pradesh,REWA,1999,Kharif     ,Arhar/Tur,11593,7241
Madhya Pradesh,SAGAR,1999,Kharif     ,Arhar/Tur,2280,1592
Madhya Pradesh,SATNA,1999,Kharif     ,Arhar/Tur,13119,8125
Madhya Pradesh,SEHORE,1999,Kharif     ,Arhar/Tur,7891,5226
Madhya Pradesh,SEONI,1999,Kharif     ,Arhar/Tur,5616,6708
Madhya Pradesh,SHAHDOL,1999,Kharif     ,Arhar/Tur,9519,5894
Madhya Pradesh,SHAJAPUR,1999,Kharif     ,Arhar/Tur,2741,2121
Madhya Pradesh,SHEOPUR,1999,Kharif     ,Arhar/Tur,1862,1655
Madhya Pradesh,SHIVPURI,1999,Kharif     ,Arhar/Tur,739,526
Madhya Pradesh,SIDHI,1999,Kharif     ,Arhar/Tur,32336,19022
Madhya Pradesh,TIKAMGARH,1999,Kharif     ,Arhar/Tur,672,490
Madhya Pradesh,UJJAIN,1999,Kharif     ,Arhar/Tur,1086,868
Madhya Pradesh,UMARIA,1999,Kharif     ,Arhar/Tur,4808,2977
Madhya Pradesh,VIDISHA,1999,Kharif     ,Arhar/Tur,857,665
Maharashtra,AHMEDNAGAR,1999,Kharif     ,Arhar/Tur,19000,9900
Maharashtra,AKOLA,1999,Kharif     ,Arhar/Tur,46000,58000
Maharashtra,AMRAVATI,1999,Kharif     ,Arhar/Tur,92200,96700
Maharashtra,AURANGABAD,1999,Kharif     ,Arhar/Tur,42300,17600
Maharashtra,BEED,1999,Kharif     ,Arhar/Tur,47800,18100
Maharashtra,BHANDARA,1999,Kharif     ,Arhar/Tur,6100,5400
Maharashtra,BULDHANA,1999,Kharif     ,Arhar/Tur,55700,42300
Maharashtra,CHANDRAPUR,1999,Kharif     ,Arhar/Tur,27400,21200
Maharashtra,DHULE,1999,Kharif     ,Arhar/Tur,6900,2500
Maharashtra,GADCHIROLI,1999,Kharif     ,Arhar/Tur,1800,1700
Maharashtra,GONDIA,1999,Kharif     ,Arhar/Tur,4000,3800
Maharashtra,HINGOLI,1999,Kharif     ,Arhar/Tur,26000,13400
Maharashtra,JALGAON,1999,Kharif     ,Arhar/Tur,25100,14000
Maharashtra,JALNA,1999,Kharif     ,Arhar/Tur,47200,22200
Maharashtra,KOLHAPUR,1999,Kharif     ,Arhar/Tur,2000,800
Maharashtra,LATUR,1999,Kharif     ,Arhar/Tur,70100,76500
Maharashtra,NAGPUR,1999,Kharif     ,Arhar/Tur,51100,46500
Maharashtra,NANDED,1999,Kharif     ,Arhar/Tur,48600,56000
Maharashtra,NANDURBAR,1999,Kharif     ,Arhar/Tur,23400,12000
Maharashtra,NASHIK,1999,Kharif     ,Arhar/Tur,8700,4500
Maharashtra,OSMANABAD,1999,Kharif     ,Arhar/Tur,80200,62000
Maharashtra,PARBHANI,1999,Kharif     ,Arhar/Tur,47900,27400
Maharashtra,PUNE,1999,Kharif     ,Arhar/Tur,3900,2700
Maharashtra,RAIGAD,1999,Kharif     ,Arhar/Tur,900,500
Maharashtra,RATNAGIRI,1999,Kharif     ,Arhar/Tur,500,300
Maharashtra,SANGLI,1999,Kharif     ,Arhar/Tur,14400,5900
Maharashtra,SATARA,1999,Kharif     ,Arhar/Tur,7700,3100
Maharashtra,SOLAPUR,1999,Kharif     ,Arhar/Tur,28500,8500
Maharashtra,THANE,1999,Kharif     ,Arhar/Tur,2900,1500
Maharashtra,WARDHA,1999,Kharif     ,Arhar/Tur,48800,44800
Maharashtra,WASHIM,1999,Kharif     ,Arhar/Tur,38100,46800
Maharashtra,YAVATMAL,1999,Kharif     ,Arhar/Tur,115700,141500
Meghalaya,EAST GARO HILLS,1999,Kharif     ,Arhar/Tur,110,94
Meghalaya,SOUTH GARO HILLS,1999,Kharif     ,Arhar/Tur,100,77
Meghalaya,WEST GARO HILLS,1999,Kharif     ,Arhar/Tur,661,476
Nagaland,KOHIMA,1999,Kharif     ,Arhar/Tur,800,570
Nagaland,MOKOKCHUNG,1999,Kharif     ,Arhar/Tur,450,320
Nagaland,MON,1999,Kharif     ,Arhar/Tur,400,390
Nagaland,PHEK,1999,Kharif     ,Arhar/Tur,450,320
Nagaland,TUENSANG,1999,Kharif     ,Arhar/Tur,350,250
Nagaland,WOKHA,1999,Kharif     ,Arhar/Tur,70,50
Nagaland,ZUNHEBOTO,1999,Kharif     ,Arhar/Tur,350,250
Odisha,ANUGUL,1999,Kharif     ,Arhar/Tur,7960,5010
Odisha,BALANGIR,1999,Kharif     ,Arhar/Tur,12290,5710
Odisha,BALESHWAR,1999,Kharif     ,Arhar/Tur,310,200
Odisha,BARGARH,1999,Kharif     ,Arhar/Tur,2090,1410
Odisha,BHADRAK,1999,Kharif     ,Arhar/Tur,40,30
Odisha,BOUDH,1999,Kharif     ,Arhar/Tur,3190,2870
Odisha,CUTTACK,1999,Kharif     ,Arhar/Tur,1240,1000
Odisha,DEOGARH,1999,Kharif     ,Arhar/Tur,550,340
Odisha,DHENKANAL,1999,Kharif     ,Arhar/Tur,6460,4210
Odisha,GAJAPATI,1999,Kharif     ,Arhar/Tur,3840,2730
Odisha,GANJAM,1999,Kharif     ,Arhar/Tur,7950,2460
Odisha,JAGATSINGHAPUR,1999,Kharif     ,Arhar/Tur,230,190
Odisha,JAJAPUR,1999,Kharif     ,Arhar/Tur,2250,780
Odisha,JHARSUGUDA,1999,Kharif     ,Arhar/Tur,230,140
Odisha,KALAHANDI,1999,Kharif     ,Arhar/Tur,19580,12820
Odisha,KANDHAMAL,1999,Kharif     ,Arhar/Tur,5200,4050
Odisha,KENDRAPARA,1999,Kharif     ,Arhar/Tur,160,150
Odisha,KENDUJHAR,1999,Kharif     ,Arhar/Tur,9250,11010
Odisha,KHORDHA,1999,Kharif     ,Arhar/Tur,880,430
Odisha,KORAPUT,1999,Kharif     ,Arhar/Tur,6830,2050
Odisha,MALKANGIRI,1999,Kharif     ,Arhar/Tur,4130,3140
Odisha,MAYURBHANJ,1999,Kharif     ,Arhar/Tur,7360,5150
Odisha,NABARANGPUR,1999,Kharif     ,Arhar/Tur,4650,3770
Odisha,NAYAGARH,1999,Kharif     ,Arhar/Tur,1120,670
Odisha,NUAPADA,1999,Kharif     ,Arhar/Tur,8040,4420
Odisha,PURI,1999,Kharif     ,Arhar/Tur,50,20
Odisha,RAYAGADA,1999,Kharif     ,Arhar/Tur,9420,5470
Odisha,SAMBALPUR,1999,Kharif     ,Arhar/Tur,660,400
Odisha,SONEPUR,1999,Kharif     ,Arhar/Tur,2180,1000
Odisha,SUNDARGARH,1999,Kharif     ,Arhar/Tur,7940,3870
Punjab,AMRITSAR,1999,Kharif     ,Arhar/Tur,1200,1300
Punjab,BATHINDA,1999,Kharif     ,Arhar/Tur,100,100
Punjab,FARIDKOT,1999,Kharif     ,Arhar/Tur,100,100
Punjab,FATEHGARH SAHIB,1999,Kharif     ,Arhar/Tur,400,400
Punjab,FIROZEPUR,1999,Kharif     ,Arhar/Tur,200,200
Punjab,HOSHIARPUR,1999,Kharif     ,Arhar/Tur,200,100
Punjab,JALANDHAR,1999,Kharif     ,Arhar/Tur,600,400
Punjab,LUDHIANA,1999,Kharif     ,Arhar/Tur,2300,1700
Punjab,MOGA,1999,Kharif     ,Arhar/Tur,600,400
Punjab,PATIALA,1999,Kharif     ,Arhar/Tur,400,300
Punjab,RUPNAGAR,1999,Kharif     ,Arhar/Tur,600,600
Punjab,SANGRUR,1999,Kharif     ,Arhar/Tur,1900,1600
Rajasthan,AJMER,1999,Kharif     ,Arhar/Tur,3,1
Rajasthan,ALWAR,1999,Kharif     ,Arhar/Tur,4395,4347
Rajasthan,BANSWARA,1999,Kharif     ,Arhar/Tur,5828,1923
Rajasthan,BARAN,1999,Kharif     ,Arhar/Tur,94,56
Rajasthan,BHARATPUR,1999,Kharif     ,Arhar/Tur,876,671
Rajasthan,BHILWARA,1999,Kharif     ,Arhar/Tur,6,2
Rajasthan,BUNDI,1999,Kharif     ,Arhar/Tur,961,1824
Rajasthan,CHITTORGARH,1999,Kharif     ,Arhar/Tur,431,368
Rajasthan,DAUSA,1999,Kharif     ,Arhar/Tur,267,82
Rajasthan,DHOLPUR,1999,Kharif     ,Arhar/Tur,1671,1844
Rajasthan,DUNGARPUR,1999,Kharif     ,Arhar/Tur,1717,407
Rajasthan,GANGANAGAR,1999,Kharif     ,Arhar/Tur,18,18
Rajasthan,HANUMANGARH,1999,Kharif     ,Arhar/Tur,11,6
Rajasthan,JAIPUR,1999,Kharif     ,Arhar/Tur,614,162
Rajasthan,JHALAWAR,1999,Kharif     ,Arhar/Tur,952,569
Rajasthan,JHUNJHUNU,1999,Kharif     ,Arhar/Tur,4,4
Rajasthan,KARAULI,1999,Kharif     ,Arhar/Tur,309,183
Rajasthan,KOTA,1999,Kharif     ,Arhar/Tur,431,229
Rajasthan,PALI,1999,Kharif     ,Arhar/Tur,181,
Rajasthan,RAJSAMAND,1999,Kharif     ,Arhar/Tur,8,1
Rajasthan,SAWAI MADHOPUR,1999,Kharif     ,Arhar/Tur,2884,1441
Rajasthan,SIKAR,1999,Kharif     ,Arhar/Tur,18,8
Rajasthan,SIROHI,1999,Kharif     ,Arhar/Tur,611,8
Rajasthan,TONK,1999,Kharif     ,Arhar/Tur,55,26
Rajasthan,UDAIPUR,1999,Kharif     ,Arhar/Tur,3438,1522
Tamil Nadu,COIMBATORE,1999,Kharif     ,Arhar/Tur,961,635
Tamil Nadu,CUDDALORE,1999,Kharif     ,Arhar/Tur,4798,3262
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Arhar/Tur,17041,14807
Tamil Nadu,DINDIGUL,1999,Kharif     ,Arhar/Tur,1980,1632
Tamil Nadu,ERODE,1999,Kharif     ,Arhar/Tur,1539,1136
Tamil Nadu,KANCHIPURAM,1999,Kharif     ,Arhar/Tur,83,59
Tamil Nadu,KANNIYAKUMARI,1999,Kharif     ,Arhar/Tur,1,1
Tamil Nadu,KARUR,1999,Kharif     ,Arhar/Tur,1895,1310
Tamil Nadu,MADURAI,1999,Kharif     ,Arhar/Tur,2334,1309
Tamil Nadu,NAGAPATTINAM,1999,Kharif     ,Arhar/Tur,2,1
Tamil Nadu,NAMAKKAL,1999,Kharif     ,Arhar/Tur,9927,6865
Tamil Nadu,PERAMBALUR,1999,Kharif     ,Arhar/Tur,1778,1230
Tamil Nadu,PUDUKKOTTAI,1999,Kharif     ,Arhar/Tur,3734,1717
Tamil Nadu,RAMANATHAPURAM,1999,Kharif     ,Arhar/Tur,481,333
Tamil Nadu,SALEM,1999,Kharif     ,Arhar/Tur,7522,6153
Tamil Nadu,SIVAGANGA,1999,Kharif     ,Arhar/Tur,1205,817
Tamil Nadu,THANJAVUR,1999,Kharif     ,Arhar/Tur,103,75
Tamil Nadu,THENI,1999,Kharif     ,Arhar/Tur,2607,1803
Tamil Nadu,THIRUVALLUR,1999,Kharif     ,Arhar/Tur,920,636
Tamil Nadu,TIRUCHIRAPPALLI,1999,Kharif     ,Arhar/Tur,3525,1740
Tamil Nadu,TIRUNELVELI,1999,Kharif     ,Arhar/Tur,314,227
Tamil Nadu,TIRUVANNAMALAI,1999,Kharif     ,Arhar/Tur,3719,1920
Tamil Nadu,TUTICORIN,1999,Kharif     ,Arhar/Tur,75,53
Tamil Nadu,VELLORE,1999,Kharif     ,Arhar/Tur,13721,9242
Tamil Nadu,VILLUPURAM,1999,Kharif     ,Arhar/Tur,5971,4809
Tamil Nadu,VIRUDHUNAGAR,1999,Kharif     ,Arhar/Tur,1546,639
Uttar Pradesh,AGRA,1999,Kharif     ,Arhar/Tur,5089,9621
Uttar Pradesh,ALIGARH,1999,Kharif     ,Arhar/Tur,15667,11726
Uttar Pradesh,ALLAHABAD,1999,Kharif     ,Arhar/Tur,13791,22809
Uttar Pradesh,AMBEDKAR NAGAR,1999,Kharif     ,Arhar/Tur,2854,3818
Uttar Pradesh,AMROHA,1999,Kharif     ,Arhar/Tur,406,480
Uttar Pradesh,AURAIYA,1999,Kharif     ,Arhar/Tur,3979,4831
Uttar Pradesh,AZAMGARH,1999,Kharif     ,Arhar/Tur,9616,9371
Uttar Pradesh,BAGHPAT,1999,Kharif     ,Arhar/Tur,603,442
Uttar Pradesh,BAHRAICH,1999,Kharif     ,Arhar/Tur,5455,4116
Uttar Pradesh,BALLIA,1999,Kharif     ,Arhar/Tur,6711,6540
Uttar Pradesh,BALRAMPUR,1999,Kharif     ,Arhar/Tur,15007,11322
Uttar Pradesh,BANDA,1999,Kharif     ,Arhar/Tur,14822,31556
Uttar Pradesh,BARABANKI,1999,Kharif     ,Arhar/Tur,5975,7453
Uttar Pradesh,BAREILLY,1999,Kharif     ,Arhar/Tur,472,476
Uttar Pradesh,BASTI,1999,Kharif     ,Arhar/Tur,8558,7378
Uttar Pradesh,BIJNOR,1999,Kharif     ,Arhar/Tur,205,242
Uttar Pradesh,BUDAUN,1999,Kharif     ,Arhar/Tur,1221,1232
Uttar Pradesh,BULANDSHAHR,1999,Kharif     ,Arhar/Tur,8746,6413
Uttar Pradesh,CHANDAULI,1999,Kharif     ,Arhar/Tur,2441,3476
Uttar Pradesh,CHITRAKOOT,1999,Kharif     ,Arhar/Tur,11760,22991
Uttar Pradesh,DEORIA,1999,Kharif     ,Arhar/Tur,10754,6899
Uttar Pradesh,ETAH,1999,Kharif     ,Arhar/Tur,6624,4725
Uttar Pradesh,ETAWAH,1999,Kharif     ,Arhar/Tur,4035,6179
Uttar Pradesh,FAIZABAD,1999,Kharif     ,Arhar/Tur,3985,5331
Uttar Pradesh,FARRUKHABAD,1999,Kharif     ,Arhar/Tur,1896,2252
Uttar Pradesh,FATEHPUR,1999,Kharif     ,Arhar/Tur,15093,31498
Uttar Pradesh,FIROZABAD,1999,Kharif     ,Arhar/Tur,1597,1139
Uttar Pradesh,GAUTAM BUDDHA NAGAR,1999,Kharif     ,Arhar/Tur,3719,2727
Uttar Pradesh,GHAZIABAD,1999,Kharif     ,Arhar/Tur,1381,1013
Uttar Pradesh,GHAZIPUR,1999,Kharif     ,Arhar/Tur,6020,8571
Uttar Pradesh,GONDA,1999,Kharif     ,Arhar/Tur,7059,4913
Uttar Pradesh,GORAKHPUR,1999,Kharif     ,Arhar/Tur,11972,9195
Uttar Pradesh,HAMIRPUR,1999,Kharif     ,Arhar/Tur,12596,22949
Uttar Pradesh,HARDOI,1999,Kharif     ,Arhar/Tur,8728,7130
Uttar Pradesh,HATHRAS,1999,Kharif     ,Arhar/Tur,6396,4562
Uttar Pradesh,JALAUN,1999,Kharif     ,Arhar/Tur,6822,14238
Uttar Pradesh,JAUNPUR,1999,Kharif     ,Arhar/Tur,10889,15504
Uttar Pradesh,JHANSI,1999,Kharif     ,Arhar/Tur,3460,4887
Uttar Pradesh,KANNAUJ,1999,Kharif     ,Arhar/Tur,2856,3392
Uttar Pradesh,KANPUR NAGAR,1999,Kharif     ,Arhar/Tur,19993,42383
Uttar Pradesh,KAUSHAMBI,1999,Kharif     ,Arhar/Tur,7092,17367
Uttar Pradesh,KHERI,1999,Kharif     ,Arhar/Tur,3047,2983
Uttar Pradesh,KUSHI NAGAR,1999,Kharif     ,Arhar/Tur,1391,892
Uttar Pradesh,LALITPUR,1999,Kharif     ,Arhar/Tur,98,130
Uttar Pradesh,LUCKNOW,1999,Kharif     ,Arhar/Tur,3924,3841
Uttar Pradesh,MAHARAJGANJ,1999,Kharif     ,Arhar/Tur,1966,1261
Uttar Pradesh,MAHOBA,1999,Kharif     ,Arhar/Tur,3235,4661
Uttar Pradesh,MAINPURI,1999,Kharif     ,Arhar/Tur,2631,1877
Uttar Pradesh,MATHURA,1999,Kharif     ,Arhar/Tur,3767,2687
Uttar Pradesh,MAU,1999,Kharif     ,Arhar/Tur,3824,3727
Uttar Pradesh,MEERUT,1999,Kharif     ,Arhar/Tur,656,481
Uttar Pradesh,MIRZAPUR,1999,Kharif     ,Arhar/Tur,13783,15427
Uttar Pradesh,MORADABAD,1999,Kharif     ,Arhar/Tur,585,691
Uttar Pradesh,MUZAFFARNAGAR,1999,Kharif     ,Arhar/Tur,123,97
Uttar Pradesh,PILIBHIT,1999,Kharif     ,Arhar/Tur,205,207
Uttar Pradesh,PRATAPGARH,1999,Kharif     ,Arhar/Tur,12158,11503
Uttar Pradesh,RAE BARELI,1999,Kharif     ,Arhar/Tur,13433,16893
Uttar Pradesh,RAMPUR,1999,Kharif     ,Arhar/Tur,491,580
Uttar Pradesh,SAHARANPUR,1999,Kharif     ,Arhar/Tur,23,18
Uttar Pradesh,SANT KABEER NAGAR,1999,Kharif     ,Arhar/Tur,4958,4274
Uttar Pradesh,SANT RAVIDAS NAGAR,1999,Kharif     ,Arhar/Tur,3879,4258
Uttar Pradesh,SHAHJAHANPUR,1999,Kharif     ,Arhar/Tur,979,988
Uttar Pradesh,SHRAVASTI,1999,Kharif     ,Arhar/Tur,5141,3879
Uttar Pradesh,SIDDHARTH NAGAR,1999,Kharif     ,Arhar/Tur,5681,4898
Uttar Pradesh,SITAPUR,1999,Kharif     ,Arhar/Tur,14353,23171
Uttar Pradesh,SONBHADRA,1999,Kharif     ,Arhar/Tur,12621,10516
Uttar Pradesh,SULTANPUR,1999,Kharif     ,Arhar/Tur,10699,21186
Uttar Pradesh,UNNAO,1999,Kharif     ,Arhar/Tur,8971,11568
Uttar Pradesh,VARANASI,1999,Kharif     ,Arhar/Tur,5750,8187
West Bengal,24 PARAGANAS NORTH,1999,Kharif     ,Arhar/Tur,74,90
West Bengal,BANKURA,1999,Kharif     ,Arhar/Tur,60,37
West Bengal,BARDHAMAN,1999,Kharif     ,Arhar/Tur,127,78
West Bengal,BIRBHUM,1999,Kharif     ,Arhar/Tur,75,46
West Bengal,COOCHBEHAR,1999,Kharif     ,Arhar/Tur,4,3
West Bengal,DARJEELING,1999,Kharif     ,Arhar/Tur,3,2
West Bengal,DINAJPUR UTTAR,1999,Kharif     ,Arhar/Tur,2,2
West Bengal,JALPAIGURI,1999,Kharif     ,Arhar/Tur,19,15
West Bengal,MALDAH,1999,Kharif     ,Arhar/Tur,233,184
West Bengal,MEDINIPUR WEST,1999,Kharif     ,Arhar/Tur,496,406
West Bengal,MURSHIDABAD,1999,Kharif     ,Arhar/Tur,606,735
West Bengal,NADIA,1999,Kharif     ,Arhar/Tur,61,74
West Bengal,PURULIA,1999,Kharif     ,Arhar/Tur,1317,648
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Arhar/Tur,30693,7888
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Arhar/Tur,35,9
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Arhar/Tur,6032,2172
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Arhar/Tur,1861,953
Andhra Pradesh,GUNTUR,2000,Kharif     ,Arhar/Tur,42388,16786
Andhra Pradesh,GUNTUR,2000,Rabi       ,Arhar/Tur,1115,442
Andhra Pradesh,KADAPA,2000,Kharif     ,Arhar/Tur,15189,8369
Andhra Pradesh,KADAPA,2000,Rabi       ,Arhar/Tur,168,93
Andhra Pradesh,KRISHNA,2000,Kharif     ,Arhar/Tur,9762,6316
Andhra Pradesh,KRISHNA,2000,Rabi       ,Arhar/Tur,65,42
Andhra Pradesh,KURNOOL,2000,Kharif     ,Arhar/Tur,38108,16996
Andhra Pradesh,KURNOOL,2000,Rabi       ,Arhar/Tur,336,150
Andhra Pradesh,PRAKASAM,2000,Kharif     ,Arhar/Tur,95553,60198
Andhra Pradesh,PRAKASAM,2000,Rabi       ,Arhar/Tur,420,265
Andhra Pradesh,SPSR NELLORE,2000,Kharif     ,Arhar/Tur,2063,1143
Andhra Pradesh,SPSR NELLORE,2000,Rabi       ,Arhar/Tur,894,495
